intake_id,analysis_team,assigned_to,assigned_specialist,tester_completed_by,status,received_on,specialist_assigned_on,actual_start,delivered_on,actual_end,effort_level,project_flag,total_tat_days,assignment_tat_days,pre_work_tat_days,execution_tat_days,closure_tat_days,primary_employee,employee_id,employee_type,active_status,effort_score,project_score,team_median_tat,team_tat_score,complexity_weight_raw,complexity_weight,month,avg_concurrent_requests,employee_median_tat,relative_tat,effectiveness_score
REQ-10172,Team F,E019,E019,E019,Completed,2024-12-21,2024-12-23 17:12:06.761007,2024-12-24 22:43:33.963062,2025-01-05 22:30:25.354786,2025-01-06 03:18:25.354786000,Low,1,16.137793458171295,2.7167449190624997,1.2301759497106481,11.990872589398148,0.2,E019,E019,FTE,Active,1,4,10.083046207471064,2.625,7.625,7.521739130434782,2024-12,1.6,8.140595107465277,0.8073547358568562,14.906437126330816
REQ-10173,Team F,E018,E004,E018,Completed,2025-07-20,2025-07-23 22:35:35.501439,2025-07-25 02:10:22.574948,2025-08-07 13:59:02.568197,2025-08-08 06:27:05.139690000,Medium,0,19.26880948715278,3.941383118506945,1.1491559433912037,13.492129551493056,0.6861408737615741,E018,E018,Dedicated Contractor,Active,2,0,10.083046207471064,2.625,4.625,4.391304347826087,2025-07,1.8,8.140595107465277,0.8073547358568562,9.790427274447048
REQ-10174,Team C,E011,E011,E004,Completed,2024-12-19,2024-12-20 07:21:54.188145,2024-12-24 12:40:15.915285,2024-12-30 18:12:09.328288,2025-01-01 21:48:58.070796000,Low,0,13.909005449027779,1.3068771776041666,4.2210848048611105,6.2304793171643515,2.150564149398148,E011,E011,FTE,Active,1,0,8.919905509016203,2.25,3.25,2.9565217391304346,2024-12,1.875,7.933169563703704,0.8893782064938792,6.23298189723262
REQ-10175,Team G,E024,E024,E024,Completed,2025-02-02,2025-02-04 15:46:45.710227,2025-02-05 15:27:39.402363,2025-02-08 03:58:58.718282,2025-02-10 02:54:56.632410000,High,1,8.121488801041666,2.6574734979976853,0.9867325478703703,2.5217513416550923,1.9555314135185187,E024,E024,FTE,Active,3,4,5.228315591921296,0.375,7.375,7.260869565217392,2025-02,1.368421052631579,9.16785634474537,1.753500947592258,5.666336700358477
REQ-10176,Team B,E009,E009,E002,Completed,2025-09-10,2025-09-12 17:19:23.649771,2025-09-15 14:20:29.576608,2025-09-30 20:35:18.068533,2025-10-02 20:14:23.581536000,Medium,0,22.843328489999998,2.721801501979167,2.8757630420949076,15.260283471354166,1.9854804745717594,E009,E009,FTE,Active,2,0,13.013392610353009,3.0,5.0,4.782608695652174,2025-09,1.75,8.168770140862268,0.6277202560048388,13.333272484561638
REQ-10177,Team D,E012,E012,E012,Completed,2025-01-05,2025-01-06 12:27:19.902476,2025-01-08 18:28:14.890184,2025-01-14 23:23:56.896002,2025-01-16 05:52:17.731397000,Low,0,11.24464966894676,1.5189803527314814,2.2506364318055554,6.205347289560184,1.2696855948495371,E012,E012,Dedicated Contractor,Active,1,0,7.707467308356481,1.875,2.875,2.5652173913043477,2025-01,1.6363636363636365,6.084542629635417,0.7894347632248171,5.317258187808753
REQ-10178,Team D,E015,E015,E024,Completed,2025-06-26,2025-06-28 04:20:51.191231,2025-06-30 10:21:46.178939,2025-07-13 22:59:22.080635,2025-07-15 01:02:54.969425000,Low,0,19.043691775752315,2.1811480466550925,2.2506364318055554,13.526109973333334,1.0857973239583334,E015,E015,Dedicated Contractor,Active,1,0,7.707467308356481,1.875,2.875,2.5652173913043477,2025-06,1.9230769230769231,7.765345489652778,1.007509364487806,4.8963419515220625
REQ-10179,Team E,E007,E007,E007,Completed,2024-03-23,2024-03-25 13:10:41.362543,2024-03-29 07:14:00.405287,2024-04-04 21:55:12.623722,2024-04-07 11:32:22.918252000,High,1,15.48082081310185,2.549089844247685,3.7523037354629625,6.611946972627315,2.567480260763889,E007,E007,Dedicated Contractor,Active,3,4,5.667382061608796,0.75,7.75,7.6521739130434785,2024-03,1.631578947368421,7.888772195081018,1.3919605400384172,8.969453873871302
REQ-10180,Team C,E022,E022,E022,Completed,2025-08-30,2025-08-30 04:48:00.000000,2025-09-01 03:19:16.253565,2025-09-10 10:07:10.044923,2025-09-13 01:34:42.402522000,Low,1,14.065768547708334,0.2,1.9383825644097221,9.283261474050926,2.6441245092476855,E022,E022,FTE,Active,1,4,8.919905509016203,2.25,7.25,7.130434782608695,2025-08,1.45,8.140595107465277,0.9126324375562944,11.328909656627072
REQ-10181,Team C,E015,E015,E020,Completed,2025-01-25,2025-01-26 04:38:21.094532,2025-01-28 16:32:17.969950,2025-02-11 06:56:38.435456,2025-02-12 09:29:58.138284000,Medium,1,18.395811785694445,1.1932997052314815,2.495797169189815,13.600236869282407,1.1064780419907407,E015,E015,Dedicated Contractor,Active,2,4,8.919905509016203,2.25,8.25,8.173913043478262,2025-01,1.9230769230769231,7.765345489652778,0.8705636491108116,18.056191021995758
REQ-10182,Team A,E011,E011,E011,Completed,2025-10-31,2025-11-01 19:36:18.869047,2025-11-04 13:02:53.243823,2025-11-10 09:00:05.774083,2025-11-12 17:11:58.628518000,Medium,0,12.716650793032407,1.8168850584143517,2.7267867450925927,5.8313950261574075,2.3415839633680555,E011,E011,FTE,Active,2,0,6.8314159208854175,1.5,3.5,3.217391304347826,2025-10,1.875,7.933169563703704,1.1612774943844275,5.194803761223283
REQ-10183,Team E,E003,E003,E010,Completed,2025-04-28,2025-05-01 04:52:51.165419,2025-05-04 09:07:49.545265,2025-05-08 01:13:52.534988,2025-05-09 04:01:29.981081000,High,1,11.167708114363425,3.2033699701273153,3.1770645815509257,3.670867936608796,1.116405626076389,E003,E003,FTE,Active,3,4,5.667382061608796,0.75,7.75,7.6521739130434785,2025-04,1.65,7.23879358712963,1.2772729116262822,9.885191208232568
REQ-10184,Team C,E011,E011,E011,Completed,2024-07-14,2024-07-15 04:04:21.001793,2024-07-15 23:00:06.611282,2024-07-23 16:25:10.894605,2024-07-24 15:13:18.890953000,Medium,1,10.63424642306713,1.1696875207523147,0.7887223320486111,7.7257440199421294,0.950092550324074,E011,E011,FTE,Active,2,4,8.919905509016203,2.25,8.25,8.173913043478262,2024-07,1.875,7.933169563703704,0.8893782064938792,17.232361715878426
REQ-10185,Team B,E006,E006,E006,Completed,2025-01-18,2025-01-21 02:52:35.961945,2025-01-24 08:06:33.930387,2025-02-07 19:37:36.821004,2025-02-08 02:13:38.337277000,High,0,21.092804829594908,3.119860670659722,3.2180320421527777,14.479894567326388,0.27501754945601853,E006,E006,FTE,Active,3,0,13.013392610353009,3.0,6.0,5.826086956521739,2025-01,1.6842105263157894,7.964227698483796,0.6120024145085525,16.03319978285463
REQ-10186,Team F,E005,E005,E005,Completed,2025-06-22,2025-06-23 09:20:41.162613,2025-06-24 21:05:48.032469,2025-06-30 18:41:58.472868,2025-07-02 01:43:09.314698000,Medium,1,10.071635586782406,1.3893653080208332,1.4896628455555556,5.900120837951389,1.2924865952546296,E005,E005,Shared Contractor,Active,2,4,10.083046207471064,2.625,8.625,8.565217391304348,2025-06,1.5833333333333333,7.106494622222222,0.7047963954540487,19.241860898226935
REQ-10187,Team C,E013,E013,E020,Completed,2025-08-17,2025-08-18 07:56:25.523806,2025-08-21 10:23:59.756481,2025-08-29 07:28:29.312220,2025-08-30 21:52:54.562846000,Low,1,13.911742625532408,1.3308509699768518,3.102479544849537,7.878119858090278,1.6002922526157406,E013,E013,Shared Contractor,Active,1,4,8.919905509016203,2.25,7.25,7.130434782608695,2025-08,1.6923076923076923,7.271221182193287,0.8151679605623139,14.802948859500217
REQ-10188,Team G,E021,E021,E021,Completed,2025-07-18,2025-07-18 04:48:00.000000,2025-07-20 10:48:54.987708,2025-07-22 07:07:18.943244,2025-07-24 08:24:21.767976000,Low,1,6.350251944166667,0.2,2.2506364318055554,1.8461105964814815,2.0535049158796297,E021,E021,FTE,Active,1,4,5.228315591921296,0.375,5.375,5.173913043478261,2025-07,1.3888888888888888,8.552927192233795,1.6358857918694947,4.392721285238428
REQ-10189,Team D,E004,E004,E004,Completed,2025-12-14,2025-12-15 10:45:57.810034,2025-12-19 20:05:48.289918,2025-12-25 09:10:11.579706,2025-12-28 02:35:28.836836000,Low,0,14.107972648564814,1.4485857642824074,4.388778702361111,5.544714002175926,2.7258941797453704,E004,E004,Dedicated Contractor,Active,1,0,7.707467308356481,1.875,2.875,2.5652173913043477,2025-12,1.4666666666666666,8.764955488929399,1.1372030705114224,3.3083966603147856
REQ-10190,Team F,E020,E020,E020,Completed,2025-11-07,2025-11-09 10:54:28.151142,2025-11-11 16:55:23.138850,2025-11-21 08:23:45.716796,2025-11-23 16:43:26.090320000,High,0,16.696829749074073,2.4544924900694443,2.2506364318055554,9.64470576326389,2.3469950639351853,E020,E020,Shared Contractor,Active,3,0,10.083046207471064,2.625,5.625,5.434782608695652,2025-11,1.55,9.131754784027779,0.9056543623951239,9.301465761397205
REQ-10191,Team F,E001,E001,E013,Completed,2024-05-09,2024-05-10 09:39:18.364558,2024-05-15 03:36:19.377520,2024-05-29 00:11:32.881413,2024-05-30 21:17:14.551024000,Low,0,21.886973970185185,1.402295886087963,4.747928390763889,13.85779518394676,1.878954509386574,E001,E001,FTE,Active,1,0,10.083046207471064,2.625,3.625,3.347826086956522,2024-05,1.2142857142857142,8.140595107465277,0.8073547358568562,5.03523074895929
REQ-10192,Team A,E005,E005,E005,Completed,2025-08-23,2025-08-24 03:39:51.948720,2025-08-26 15:49:21.284342,2025-09-01 09:37:54.694992,2025-09-03 02:24:46.382062000,Medium,1,11.100536829421296,1.1526845916666666,2.506589532662037,5.742053364004629,1.6992093410879632,E005,E005,Shared Contractor,Active,2,4,6.8314159208854175,1.5,7.5,7.391304347826087,2025-08,1.5833333333333333,7.106494622222222,1.040266718425944,11.249901917877958
REQ-10193,Team H,E024,E024,E011,Completed,2024-05-21,2024-05-21 21:42:23.953518,2024-05-25 11:58:21.160958,2024-06-01 08:45:20.259823,2024-06-02 22:11:28.795462000,Medium,1,12.924638836365741,0.9044439064583333,3.5944121231481483,6.865961792418981,1.559821014340278,E024,E024,FTE,Active,2,4,5.812891981689815,1.125,7.125,7.0,2024-05,1.368421052631579,9.16785634474537,1.5771592476900393,6.073544813214457
REQ-10195,Team A,E007,E007,E007,Completed,2024-09-20,2024-09-20 10:41:50.203297,2024-09-21 05:47:33.773837,2024-09-28 20:08:31.636587,2024-09-30 13:38:50.403064000,Low,1,10.568638924351852,0.4457199455671296,0.7956431775462963,7.597891929976852,1.7293838712615741,E007,E007,Dedicated Contractor,Active,1,4,6.8314159208854175,1.5,6.5,6.3478260869565215,2024-09,1.631578947368421,7.888772195081018,1.1547784948890298,8.968801766636288
REQ-10196,Team B,E024,E024,E024,Completed,2025-03-25,2025-03-26 16:54:31.889052,2025-03-27 00:06:31.889052,2025-04-09 18:18:20.434034,2025-04-10 14:18:39.599374000,Low,1,16.596291659421297,1.704535752916667,0.3,13.758200752106482,0.8335551543981482,E024,E024,FTE,Active,1,4,13.013392610353009,3.0,8.0,7.913043478260869,2025-03,1.368421052631579,9.16785634474537,0.704493948599671,15.37043051620933
REQ-10197,Team B,E023,E023,E013,Completed,2025-08-27,2025-08-27 14:46:31.281112,2025-08-29 02:47:45.756354,2025-09-17 05:23:24.686134,2025-09-18 15:57:18.369231000,Medium,0,22.66479594017361,0.6156398276851851,1.5008619819675926,19.108089465046294,1.440204665474537,E023,E023,Dedicated Contractor,Inactive,2,0,13.013392610353009,3.0,5.0,4.782608695652174,2025-08,1.5333333333333334,8.214409807175926,0.6312273865187794,11.617577896574934
REQ-10198,Team G,E017,E017,E002,Completed,2024-05-06,2024-05-09 16:53:57.401339,2024-05-14 04:19:53.391741,2024-05-24 20:05:01.228251,2024-05-26 05:01:48.023308000,Low,0,20.20958360310185,3.704136589571759,4.47634248150463,10.656340700347222,1.3727638316782407,E017,E017,FTE,Active,1,0,5.228315591921296,0.375,1.375,1.0,2024-05,1.8235294117647058,8.315835871724538,1.5905382384670934,1.1464857415324774
REQ-10199,Team G,E006,E006,E006,Completed,2025-11-29,2025-11-29 16:40:59.854679,2025-12-02 04:53:36.545691,2025-12-09 20:35:11.557969,2025-12-10 22:43:59.425254000,Medium,0,11.947215570069444,0.6951372069328703,2.508757997824074,7.653877456921297,1.0894429083912036,E006,E006,FTE,Active,2,0,5.228315591921296,0.375,2.375,2.0434782608695654,2025-11,1.6842105263157894,7.964227698483796,1.5232874830260792,2.2593552665561307
REQ-10200,Team B,E022,E022,E022,Completed,2025-06-25,2025-06-28 03:35:01.685439,2025-07-02 16:12:29.590460,2025-07-16 05:36:09.327491,2025-07-17 07:22:31.801071000,Low,0,22.307312512395836,3.149325062951389,4.526017419224537,13.558098808229166,1.0738712219907407,E022,E022,FTE,Active,1,0,13.013392610353009,3.0,4.0,3.739130434782609,2025-06,1.45,8.140595107465277,0.6255551762104602,8.667083794716625
REQ-10202,Team B,E015,E015,E012,Completed,2025-10-17,2025-10-19 07:23:54.410468,2025-10-27 00:07:12.123439,2025-11-04 03:29:39.540724,2025-11-06 15:10:41.081952000,High,0,20.63241993,2.308268639675926,7.696732789016203,8.140595107465277,2.4868233938425925,E015,E015,Dedicated Contractor,Active,3,0,13.013392610353009,3.0,6.0,5.826086956521739,2025-10,1.9230769230769231,7.765345489652778,0.5967195275023774,18.776012618225877
REQ-10203,Team C,E008,E008,E019,Completed,2024-05-23,2024-05-24 21:34:44.532724,2024-05-26 04:45:23.059530,2024-06-01 17:29:08.932260,2024-06-03 17:07:07.741335000,Medium,1,11.713284043229168,1.8991265361574072,1.2990570232175924,6.530392045486111,1.9847084383680555,E008,E008,FTE,Active,2,4,8.919905509016203,2.25,8.25,8.173913043478262,2024-05,1.9285714285714286,9.410966931585648,1.055052312165536,14.941415675326404
REQ-10204,Team B,E017,E017,E017,Completed,2024-08-27,2024-08-30 00:12:10.123893,2024-09-03 14:13:04.078540,2024-09-14 07:20:47.726409,2024-09-16 05:49:52.327637000,Low,0,20.24296675505787,3.0084505080208332,4.583957808414352,10.713699628113426,1.9368588105092595,E017,E017,FTE,Active,1,0,13.013392610353009,3.0,4.0,3.739130434782609,2024-08,1.8235294117647058,8.315835871724538,0.6390213621241815,10.670088241784962
REQ-10205,Team B,E014,E014,E014,Completed,2025-07-26,2025-07-27 02:16:44.761716,2025-07-28 16:23:13.864042,2025-08-14 05:36:07.095202,2025-08-15 08:52:34.754940000,Low,1,20.369846700694442,1.094962519861111,1.5878368324768517,16.55061610138889,1.1364312469675926,E014,E014,Shared Contractor,Active,1,4,13.013392610353009,3.0,8.0,7.913043478260869,2025-07,1.7647058823529411,7.758753411741898,0.5962129664457598,23.421487218983383
REQ-10206,Team B,E023,E012,E023,Completed,2025-11-28,2025-11-29 21:14:42.096448,2025-11-30 04:26:42.096448,2025-12-13 14:59:18.612252,2025-12-13 19:47:18.612252000,Medium,1,15.824520975138888,1.8852094496296297,0.3,13.43931152550926,0.2,E023,E023,Dedicated Contractor,Inactive,2,4,13.013392610353009,3.0,9.0,8.956521739130434,2025-11,1.5333333333333334,8.214409807175926,0.6312273865187794,21.75655496994942
REQ-10207,Team B,E015,E015,E014,Completed,2024-10-16,2024-10-17 12:42:58.176658,2024-10-20 13:28:19.554454,2024-10-31 05:57:16.151323,2024-11-02 11:41:40.989420000,Low,0,17.48727997013889,1.5298400076157408,3.0314974281944442,10.686766167465278,2.239176366863426,E015,E015,Dedicated Contractor,Active,1,0,13.013392610353009,3.0,4.0,3.739130434782609,2024-10,1.9230769230769231,7.765345489652778,0.5967195275023774,12.050276754980786
REQ-10208,Team D,E014,E014,E014,Completed,2025-03-31,2025-03-31 04:48:00.000000,2025-04-04 07:45:35.794806,2025-04-11 02:09:49.615154,2025-04-12 11:38:58.404917000,Low,0,12.485398205057871,0.2,4.123330958402778,6.766826624398148,1.3952406222569445,E014,E014,Shared Contractor,Active,1,0,7.707467308356481,1.875,2.875,2.5652173913043477,2025-03,1.7647058823529411,7.758753411741898,1.006654079911544,4.496931279855965
REQ-10209,Team A,E011,E011,E008,Completed,2025-07-30,2025-07-31 23:27:11.703030,2025-08-01 21:36:29.638833,2025-08-10 00:58:57.056118,2025-08-11 12:58:25.076981500,High,0,12.540568020619213,1.9772187850694445,0.9231242569791667,8.140595107465277,1.4996298711053242,E011,E011,FTE,Active,3,0,6.8314159208854175,1.5,4.5,4.260869565217391,2025-07,1.875,7.933169563703704,1.1612774943844275,6.879604981079482
REQ-10210,Team B,E022,E022,E022,Completed,2024-10-31,2024-11-01 02:27:03.706392,2024-11-04 08:41:42.714672,2024-11-18 10:22:29.723313,2024-11-19 13:23:49.256898000,Low,1,19.558208991875,1.1021262313888889,3.2601737069444447,14.069988525937498,1.1259205276041666,E022,E022,FTE,Active,1,4,13.013392610353009,3.0,8.0,7.913043478260869,2024-10,1.45,8.140595107465277,0.6255551762104602,18.341968030679368
REQ-10211,Team A,E017,E017,E017,Completed,2024-08-24,2024-08-24 06:44:08.499079,2024-08-24 13:56:08.499079,2024-08-30 05:27:08.122979,2024-09-01 04:02:44.447069000,Medium,1,8.168569989224537,0.28065392452546295,0.3,5.646523424768518,1.9413926399305557,E017,E017,FTE,Active,2,4,6.8314159208854175,1.5,7.5,7.391304347826087,2024-08,1.8235294117647058,8.315835871724538,1.2172931597241594,11.072321208655614
REQ-10212,Team D,E015,E015,E004,Completed,2024-12-08,2024-12-08 15:39:51.381995,2024-12-10 09:58:00.842096,2024-12-18 21:31:42.491116,2024-12-20 10:33:07.100028000,Medium,1,12.439665509583334,0.652678032349537,1.7626094919097224,8.481732048842593,1.5426459364814815,E015,E015,Dedicated Contractor,Active,2,4,7.707467308356481,1.875,7.875,7.782608695652174,2024-12,1.9230769230769231,7.765345489652778,1.007509364487806,14.855003547838121
REQ-10213,Team E,E016,E016,E013,Completed,2024-02-03,2024-02-04 03:54:58.194744,2024-02-04 11:06:58.194744,2024-02-14 06:01:53.963714,2024-02-15 18:01:21.984577500,Medium,0,12.750948895572916,1.1631735502777778,0.3,9.788145474189815,1.4996298711053242,E016,E016,FTE,Active,2,0,5.667382061608796,0.75,2.75,2.4347826086956523,2024-02,1.7333333333333334,8.140595107465277,1.4363942679301933,2.9381138238276265
REQ-10214,Team E,E003,E003,E003,Completed,2024-06-15,2024-06-18 13:19:06.217390,2024-06-20 18:44:12.078650,2024-06-26 10:57:20.537841,2024-06-28 12:15:21.534675000,Medium,0,13.510665910590278,3.554933071643519,2.2257622831018518,5.675792351747685,2.054178204097222,E003,E003,FTE,Active,2,0,5.667382061608796,0.75,2.75,2.4347826086956523,2024-06,1.65,7.23879358712963,1.2772729116262822,3.1452881117103626
REQ-10215,Team D,E014,E014,E017,Completed,2024-03-18,2024-03-19 19:16:02.828555,2024-03-24 05:06:52.489982,2024-03-27 12:14:22.629822,2024-03-28 16:16:53.099970000,Medium,0,10.678392360763889,1.8028105156828702,4.410297007256944,3.2968766185185188,1.1684082193055554,E014,E014,Shared Contractor,Active,2,0,7.707467308356481,1.875,3.875,3.608695652173913,2024-03,1.7647058823529411,7.758753411741898,1.006654079911544,6.326191461492291
REQ-10216,Team E,E005,E005,E015,Completed,2025-09-09,2025-09-10 13:28:24.375136,2025-09-14 13:30:07.256026,2025-09-18 15:09:20.290799,2025-09-19 08:33:07.894248000,Medium,0,10.356341368611112,1.5613932307407405,4.001190751041666,4.06890086542824,0.724856521400463,E005,E005,Shared Contractor,Active,2,0,5.667382061608796,0.75,2.75,2.4347826086956523,2025-09,1.5833333333333333,7.106494622222222,1.2539289825477031,3.074394576904564
REQ-10217,Team C,E020,E020,E011,Completed,2025-01-28,2025-01-28 15:19:01.875886,2025-01-30 10:36:13.394936,2025-02-07 13:58:40.812221,2025-02-09 01:43:11.502701000,Medium,1,12.071660910891204,0.638216156087963,1.8036055445601853,8.140595107465277,1.4892441027777779,E020,E020,Shared Contractor,Active,2,4,8.919905509016203,2.25,8.25,8.173913043478262,2025-01,1.55,9.131754784027779,1.023750170312616,12.375641621160836
REQ-10218,Team F,E022,E012,E004,Completed,2025-12-02,2025-12-03 19:36:18.869047,2025-12-04 21:59:16.046613,2025-12-13 01:21:43.463898,2025-12-15 13:11:14.314771000,Low,0,13.549471235775464,1.8168850584143517,1.0992728884953704,8.140595107465277,2.4927181814004626,E022,E022,FTE,Active,1,0,10.083046207471064,2.625,3.625,3.347826086956522,2025-12,1.45,8.140595107465277,0.8073547358568562,6.012657894345505
REQ-10219,Team H,E002,E002,E004,Completed,2024-02-14,2024-02-18 05:29:58.069422,2024-02-22 05:59:23.953143,2024-02-26 13:41:21.441516,2024-02-28 09:01:54.765463000,Medium,0,14.376328303969906,4.229144322013888,4.0204384689930555,4.320804263576389,1.805941249386574,E002,E002,Shared Contractor,Active,2,0,5.812891981689815,1.125,3.125,2.8260869565217392,2024-02,1.7333333333333334,8.045015769618056,1.383995401077341,3.5394270247029085
REQ-10220,Team C,E015,E015,E016,Completed,2025-09-18,2025-09-18 04:48:00.000000,2025-09-19 21:00:21.524031,2025-09-26 18:13:50.965668,2025-09-26 23:01:50.965668000,Medium,0,8.959617658194444,0.2,1.6752491207291667,6.884368537465277,0.2,E015,E015,Dedicated Contractor,Active,2,0,8.919905509016203,2.25,4.25,4.0,2025-09,1.9230769230769231,7.765345489652778,0.8705636491108116,8.83600837246601
REQ-10221,Team A,E022,E022,E022,Completed,2024-01-25,2024-01-28 08:49:37.585735,2024-01-29 08:44:52.460921,2024-02-06 22:33:41.810097,2024-02-07 12:42:56.579222000,Low,1,13.529821518773147,3.3677961311921294,0.9966999442824075,8.575571171018519,0.5897542722800926,E022,E022,FTE,Active,1,4,6.8314159208854175,1.5,6.5,6.3478260869565215,2024-01,1.45,8.140595107465277,1.1916409719070622,7.724094792877612
REQ-10222,Team F,E018,E018,E002,Completed,2024-02-02,2024-02-04 06:25:40.229060,2024-02-09 09:09:30.603356,2024-02-21 02:51:47.060892,2024-02-21 07:39:47.060892000,Low,0,19.31929468625,2.2678267252314814,5.113777480277777,11.73769048074074,0.2,E018,E018,Dedicated Contractor,Active,1,0,10.083046207471064,2.625,3.625,3.347826086956522,2024-02,1.8,8.140595107465277,0.8073547358568562,7.463989110222006
REQ-10223,Team B,E017,E017,E017,Completed,2024-12-26,2024-12-27 16:17:38.691334,2024-12-29 22:19:51.488486,2025-01-07 22:05:26.069528,2025-01-08 23:52:57.598978000,Low,0,13.995111099282408,1.678920038587963,2.2515370040740743,8.989983576875,1.0746704797453703,E017,E017,FTE,Active,1,0,13.013392610353009,3.0,4.0,3.739130434782609,2024-12,1.8235294117647058,8.315835871724538,0.6390213621241815,10.670088241784962
REQ-10224,Team F,E010,E010,E010,Completed,2025-09-15,2025-09-16 08:19:31.653006,2025-09-19 19:11:17.409338,2025-10-03 12:06:18.188413,2025-10-06 08:31:23.310218000,Medium,1,21.35513090530093,1.3468941320138887,3.4526129205092593,13.70487012818287,2.8507537245949073,E010,E010,Dedicated Contractor,Inactive,2,4,10.083046207471064,2.625,8.625,8.565217391304348,2025-09,1.5,8.140595107465277,0.8073547358568562,15.913483276122674
REQ-10225,Team E,E010,E010,E010,Completed,2024-06-29,2024-06-29 15:14:40.334841,2024-07-02 16:30:36.902276,2024-07-08 19:09:01.640014,2024-07-10 07:08:29.660877500,Low,1,11.297565519415508,0.6351890606597222,3.0527380490162033,6.1100085386342595,1.4996298711053242,E010,E010,Dedicated Contractor,Inactive,1,4,5.667382061608796,0.75,5.75,5.565217391304348,2024-06,1.5,8.140595107465277,1.4363942679301933,5.811653717461238
REQ-10226,Team C,E002,E002,E012,Completed,2024-11-03,2024-11-03 12:28:08.638665,2024-11-05 23:38:08.117840,2024-11-19 00:10:17.595692,2024-11-19 12:04:37.340880000,High,0,16.50320996388889,0.5195444289930555,2.4652717497106478,13.022331919583332,0.49606186560185184,E002,E002,Shared Contractor,Active,3,0,8.919905509016203,2.25,5.25,5.043478260869565,2024-11,1.7333333333333334,8.045015769618056,0.9019171516431634,9.692718416076827
REQ-10227,Team A,E006,E006,E006,Completed,2025-05-29,2025-05-31 00:41:45.288308,2025-05-31 07:53:45.288308,2025-06-08 11:16:12.705593,2025-06-10 21:03:15.753625000,Medium,1,12.877265666956017,2.0289963924537036,0.3,8.140595107465277,2.4076741670370367,E006,E006,FTE,Active,2,4,6.8314159208854175,1.5,7.5,7.391304347826087,2025-05,1.6842105263157894,7.964227698483796,1.1658238629762065,10.677867370146993
REQ-10228,Team D,E014,E014,E001,Completed,2025-06-08,2025-06-10 23:09:38.773858,2025-06-11 10:06:31.734309,2025-06-13 12:16:07.616264,2025-06-15 13:52:34.250978000,Low,0,7.578174201134259,2.965032104837963,0.4561685237384259,2.0899986337384258,2.0669749388194445,E014,E014,Shared Contractor,Active,1,0,7.707467308356481,1.875,2.875,2.5652173913043477,2025-06,1.7647058823529411,7.758753411741898,1.006654079911544,4.496931279855965
REQ-10229,Team A,E003,E003,E011,Completed,2024-09-13,2024-09-15 23:17:05.168475,2024-09-18 08:35:49.672782,2024-09-25 14:19:41.438710,2024-09-27 12:57:57.911850000,Medium,0,14.540253609375,2.970198709201389,2.3880150961458333,7.23879358712963,1.943246216898148,E003,E003,FTE,Active,2,0,6.8314159208854175,1.5,3.5,3.217391304347826,2024-09,1.65,7.23879358712963,1.0596329766716082,5.009938128623507
REQ-10230,Team F,E022,E022,E022,Completed,2024-11-15,2024-11-17 20:51:18.103848,2024-11-20 04:43:08.237452,2024-11-29 12:15:31.770049,2024-12-01 19:44:24.059160000,Low,0,16.822500684722222,2.868959535277778,2.3276635833796298,9.314161256909722,2.3117163091550923,E022,E022,FTE,Active,1,0,10.083046207471064,2.625,3.625,3.347826086956522,2024-11,1.45,8.140595107465277,0.8073547358568562,6.012657894345505
REQ-10231,Team E,E009,E009,E009,Completed,2025-08-01,2025-08-02 22:01:45.221327,2025-08-04 21:04:18.605237,2025-08-13 06:02:59.771319,2025-08-15 08:04:19.973968000,Low,0,14.336342291296296,1.917884506099537,1.9601086100694445,8.374087570393518,2.0842616047337965,E009,E009,FTE,Active,1,0,5.667382061608796,0.75,1.75,1.391304347826087,2025-08,1.75,8.168770140862268,1.4413657050224358,1.6892191899749365
REQ-10232,Team A,E019,E019,E019,Completed,2025-08-22,2025-08-23 18:37:28.361064,2025-08-26 14:15:04.565880,2025-09-03 17:37:31.983165,2025-09-05 02:10:37.582038000,Medium,0,14.090712755069445,1.7760226975,2.8177801483333336,8.140595107465277,1.3563148017708333,E019,E019,FTE,Active,2,0,6.8314159208854175,1.5,3.5,3.217391304347826,2025-08,1.6,8.140595107465277,1.1916409719070622,4.319947205841801
REQ-10233,Team A,E007,E007,E007,Completed,2024-12-01,2024-12-02 19:36:18.869047,2024-12-04 07:26:58.998420,2024-12-05 07:26:58.998420,2024-12-07 10:58:51.875224000,High,0,6.4575448521296295,1.8168850584143517,1.4935200158912036,1.0,2.147139777824074,E007,E007,Dedicated Contractor,Active,3,0,6.8314159208854175,1.5,4.5,4.260869565217391,2024-12,1.631578947368421,7.888772195081018,1.1547784948890298,6.0201546104818915
REQ-10234,Team C,E011,E011,E011,Completed,2024-09-23,2024-09-24 19:36:18.869047,2024-09-28 18:48:18.815881,2024-10-11 02:18:22.430185,2024-10-11 07:06:22.430185000,Low,1,18.29609294195602,1.8168850584143517,3.9666660513194443,12.312541832222223,0.2,E011,E011,FTE,Active,1,4,8.919905509016203,2.25,7.25,7.130434782608695,2024-09,1.875,7.933169563703704,0.8893782064938792,15.032485752149263
